Notes,Census Region,Census Region Code,Year,Year Code,Age of Mother Year,Age of Mother Year Code,Births
,Census Region 4: West,CENS-R4,2013,2013,43 years,43,3485
,Census Region 4: West,CENS-R4,2013,2013,44 years,44,2020
,Census Region 4: West,CENS-R4,2013,2013,45 years,45,1081
,Census Region 4: West,CENS-R4,2013,2013,46 years,46,594
,Census Region 4: West,CENS-R4,2013,2013,47 years,47,287
,Census Region 4: West,CENS-R4,2013,2013,48 years,48,179
,Census Region 4: West,CENS-R4,2013,2013,49 years,49,133
,Census Region 4: West,CENS-R4,2014,2014,13 years,13,55
,Census Region 4: West,CENS-R4,2014,2014,14 years,14,395
,Census Region 4: West,CENS-R4,2014,2014,15 years,15,1749
,Census Region 4: West,CENS-R4,2014,2014,16 years,16,4468
,Census Region 4: West,CENS-R4,2014,2014,17 years,17,8476
,Census Region 4: West,CENS-R4,2014,2014,18 years,18,15255
,Census Region 4: West,CENS-R4,2014,2014,19 years,19,24905
,Census Region 4: West,CENS-R4,2014,2014,20 years,20,31721
,Census Region 4: West,CENS-R4,2014,2014,21 years,21,35266
,Census Region 4: West,CENS-R4,2014,2014,22 years,22,41289
,Census Region 4: West,CENS-R4,2014,2014,23 years,23,44582
,Census Region 4: West,CENS-R4,2014,2014,24 years,24,47780
,Census Region 4: West,CENS-R4,2014,2014,25 years,25,50006
,Census Region 4: West,CENS-R4,2014,2014,26 years,26,52440
,Census Region 4: West,CENS-R4,2014,2014,27 years,27,54597
,Census Region 4: West,CENS-R4,2014,2014,28 years,28,57480
,Census Region 4: West,CENS-R4,2014,2014,29 years,29,58711
,Census Region 4: West,CENS-R4,2014,2014,30 years,30,58294
,Census Region 4: West,CENS-R4,2014,2014,31 years,31,59434
,Census Region 4: West,CENS-R4,2014,2014,32 years,32,56425
,Census Region 4: West,CENS-R4,2014,2014,33 years,33,51261
,Census Region 4: West,CENS-R4,2014,2014,34 years,34,46636
,Census Region 4: West,CENS-R4,2014,2014,35 years,35,40580
,Census Region 4: West,CENS-R4,2014,2014,36 years,36,33793
,Census Region 4: West,CENS-R4,2014,2014,37 years,37,27262
,Census Region 4: West,CENS-R4,2014,2014,38 years,38,21376
,Census Region 4: West,CENS-R4,2014,2014,39 years,39,16897
,Census Region 4: West,CENS-R4,2014,2014,40 years,40,12090
,Census Region 4: West,CENS-R4,2014,2014,41 years,41,8439
,Census Region 4: West,CENS-R4,2014,2014,42 years,42,5780
,Census Region 4: West,CENS-R4,2014,2014,43 years,43,3603
,Census Region 4: West,CENS-R4,2014,2014,44 years,44,2079
,Census Region 4: West,CENS-R4,2014,2014,45 years,45,1092
,Census Region 4: West,CENS-R4,2014,2014,46 years,46,624
,Census Region 4: West,CENS-R4,2014,2014,47 years,47,288
,Census Region 4: West,CENS-R4,2014,2014,48 years,48,190
,Census Region 4: West,CENS-R4,2014,2014,49 years,49,154
,Census Region 4: West,CENS-R4,2015,2015,13 years,13,54
,Census Region 4: West,CENS-R4,2015,2015,14 years,14,360
,Census Region 4: West,CENS-R4,2015,2015,15 years,15,1514
,Census Region 4: West,CENS-R4,2015,2015,16 years,16,3964
,Census Region 4: West,CENS-R4,2015,2015,17 years,17,7685
,Census Region 4: West,CENS-R4,2015,2015,18 years,18,13561
,Census Region 4: West,CENS-R4,2015,2015,19 years,19,23417
,Census Region 4: West,CENS-R4,2015,2015,20 years,20,28973
,Census Region 4: West,CENS-R4,2015,2015,21 years,21,33262
,Census Region 4: West,CENS-R4,2015,2015,22 years,22,38744
,Census Region 4: West,CENS-R4,2015,2015,23 years,23,42706
,Census Region 4: West,CENS-R4,2015,2015,24 years,24,46672
,Census Region 4: West,CENS-R4,2015,2015,25 years,25,50208
,Census Region 4: West,CENS-R4,2015,2015,26 years,26,51841
,Census Region 4: West,CENS-R4,2015,2015,27 years,27,54436
,Census Region 4: West,CENS-R4,2015,2015,28 years,28,56278
,Census Region 4: West,CENS-R4,2015,2015,29 years,29,58339
,Census Region 4: West,CENS-R4,2015,2015,30 years,30,58674
,Census Region 4: West,CENS-R4,2015,2015,31 years,31,58612
,Census Region 4: West,CENS-R4,2015,2015,32 years,32,56245
,Census Region 4: West,CENS-R4,2015,2015,33 years,33,52493
,Census Region 4: West,CENS-R4,2015,2015,34 years,34,47337
,Census Region 4: West,CENS-R4,2015,2015,35 years,35,41593
,Census Region 4: West,CENS-R4,2015,2015,36 years,36,34599
,Census Region 4: West,CENS-R4,2015,2015,37 years,37,28072
,Census Region 4: West,CENS-R4,2015,2015,38 years,38,22319
,Census Region 4: West,CENS-R4,2015,2015,39 years,39,17032
,Census Region 4: West,CENS-R4,2015,2015,40 years,40,12572
,Census Region 4: West,CENS-R4,2015,2015,41 years,41,8612
,Census Region 4: West,CENS-R4,2015,2015,42 years,42,5481
,Census Region 4: West,CENS-R4,2015,2015,43 years,43,3537
,Census Region 4: West,CENS-R4,2015,2015,44 years,44,2123
,Census Region 4: West,CENS-R4,2015,2015,45 years,45,1181
,Census Region 4: West,CENS-R4,2015,2015,46 years,46,638
,Census Region 4: West,CENS-R4,2015,2015,47 years,47,342
,Census Region 4: West,CENS-R4,2015,2015,48 years,48,204
,Census Region 4: West,CENS-R4,2015,2015,49 years,49,130
